"","DateCollection","Source","HOSP"
"1523","2019-01-25","Clinical","H"
"1524","2019-01-25","Clinical","H"
"1525","2019-01-28","Clinical","H"
"1526","2019-01-28","Clinical","H"
"1527","2019-01-28","Clinical","H"
"1528","2019-01-28","Clinical","H"
"1529","2019-01-28","Clinical","H"
"1530","2019-01-28","Clinical","H"
"1531","2019-01-30","Clinical","H"
"1532","2019-02-02","Clinical","J"
"1533","2019-02-02","Clinical","J"
"1534","2019-01-27","Clinical","J"
"1535","2019-01-22","Clinical","N"
"1536","2019-02-12","Clinical","M"
"1537","2019-02-06","Clinical","M"
"1538","2019-02-12","Clinical","M"
"1539","2019-02-08","Clinical","M"
"1540","2019-02-08","Clinical","N"
"1541","2019-02-17","Clinical","J"
"1542","2019-02-17","Clinical","J"
"1543","2019-02-15","Clinical","S"
"1544","2019-02-14","Clinical","S"
"1545","2019-02-14","Clinical","S"
"1546","2019-02-11","Clinical","T"
"1547","2019-02-11","Clinical","T"
"1548","2019-02-12","Clinical","T"
"1549","2019-02-16","Clinical","T"
"1550","2019-02-17","Clinical","T"
"1551","2019-02-20","Clinical","M"
"1552","2019-02-02","Clinical","J"
"1553","2019-02-06","Clinical","J"
"1554","2019-01-27","Clinical","S"
"1555","2019-02-07","Clinical","N"
"1556","2019-02-07","Clinical","N"
"1557","2019-02-09","Clinical","N"
"1558","2019-01-23","Clinical","T"
"1559","2019-02-01","Clinical","T"
"1560","2019-02-02","Clinical","T"
"1561","2019-02-14","Clinical","M"
"1562","2019-02-14","Clinical","M"
"1563","2019-02-09","Clinical","M"
"1564","2019-02-14","Clinical","M"
"1565","2019-02-22","Clinical","T"
"1566","2019-02-18","Clinical","J"
"1567","2019-02-21","Clinical","J"
"1568","2019-02-17","Clinical","J"
"1569","2019-02-17","Clinical","J"
"1570","2019-02-23","Clinical","J"
"1571","2019-02-14","Clinical","J"
"1572","2019-02-21","Clinical","J"
"1573","2019-02-21","Clinical","J"
"1574","2019-02-08","Clinical","N"
"1575","2019-02-16","Clinical","T"
"1576","2019-02-13","Clinical","L"
"1577","2019-01-29","Clinical","L"
"1578","2019-01-15","Clinical","L"
"1579","2019-01-08","Clinical","L"
"1580","2019-01-09","Clinical","L"
"1581","2019-01-15","Clinical","L"
"1582","2019-01-24","Clinical","L"
"1583","2019-01-25","Clinical","L"
"1584","2019-02-01","Clinical","L"
"1585","2019-02-07","Clinical","L"
"1586","2019-02-09","Clinical","L"
"1587","2019-02-21","Clinical","M"
"1588","2019-02-26","Clinical","M"
"1589","2019-02-26","Clinical","M"
"1590","2019-02-26","Clinical","M"
"1591","2019-02-07","Clinical","J"
"1592","2019-02-10","Clinical","J"
"1593","2019-02-11","Clinical","J"
"1594","2019-02-13","Clinical","J"
"1595","2019-02-18","Clinical","J"
"1596","2019-02-18","Clinical","T"
"1597","2019-02-19","Clinical","N"
"1598","2019-02-21","Clinical","N"
"1599","2019-02-21","Clinical","N"
"1600","2019-02-21","Clinical","N"
"1601","2019-02-25","Clinical","N"
"1602","2019-03-04","Clinical","M"
"1603","2019-02-25","Clinical","S"
"1604","2019-02-20","Clinical","S"
"1605","2019-03-04","Clinical","T"
"1606","2019-02-20","Clinical","N"
"1607","2019-02-21","Clinical","N"
"1608","2019-02-21","Clinical","N"
"1609","2019-02-22","Clinical","N"
"1610","2019-02-13","Clinical","S"
"1611","2019-02-25","Clinical","L"
"1612","2019-01-27","Clinical","L"
"1613","2019-02-28","Clinical","T"
"1614","2019-02-28","Clinical","J"
"1615","2019-03-05","Clinical","M"
"1616","2019-02-25","Clinical","M"
"1617","2019-02-17","Clinical","L"
"1618","2019-02-19","Clinical","L"
"1619","2019-03-06","Clinical","N"
"1620","2019-03-06","Clinical","N"
"1621","2019-02-19","Clinical","M"
"1622","2019-02-24","Clinical","M"
"1623","2019-02-24","Clinical","M"
"1624","2019-03-08","Clinical","M"
"1625","2019-03-08","Clinical","M"
"1626","2019-03-07","Clinical","M"
"1627","2019-03-09","Clinical","T"
"1628","2019-03-09","Clinical","T"
"1629","2019-03-09","Clinical","T"
"1630","2019-03-06","Clinical","J"
"1631","2019-03-03","Clinical","J"
"1632","2019-03-03","Clinical","J"
"1633","2019-03-03","Clinical","J"
"1634","2019-03-03","Clinical","J"
"1635","2019-03-07","Clinical","J"
"1636","2019-03-09","Clinical","J"
"1637","2019-03-07","Clinical","N"
"1638","2019-03-04","Clinical","H"
"1639","2019-01-20","Clinical","H"
"1640","2019-01-20","Clinical","H"
"1641","2019-02-19","Clinical","H"
"1642","2019-02-19","Clinical","H"
"1643","2019-01-24","Clinical","H"
"1644","2019-01-24","Clinical","H"
"1645","2019-02-04","Clinical","H"
"1646","2019-02-04","Clinical","H"
"1647","2019-03-06","Clinical","M"
"1648","2019-03-15","Clinical","S"
"1649","2019-03-03","Clinical","S"
"1650","2019-03-13","Clinical","J"
"1651","2019-03-15","Clinical","J"
"1652","2019-03-21","Clinical","J"
"1653","2019-03-22","Clinical","J"
"1654","2019-03-12","Clinical","T"
"1655","2019-03-15","Clinical","T"
"1656","2019-03-15","Clinical","T"
"1657","2019-03-12","Clinical","N"
"1658","2019-03-13","Clinical","N"
"1659","2019-03-12","Clinical","N"
"1660","2019-03-01","Clinical","S"
"1661","2019-02-28","Clinical","S"
"1662","2019-03-03","Clinical","S"
"1663","2019-03-01","Clinical","J"
"1664","2019-03-09","Clinical","J"
"1665","2019-03-06","Clinical","J"
"1666","2019-03-15","Clinical","J"
"1667","2019-03-16","Clinical","J"
"1668","2019-03-05","Clinical","N"
"1669","2019-03-07","Clinical","N"
"1670","2019-03-28","Clinical","J"
"1671","2019-03-21","Clinical","M"
"1672","2019-03-21","Clinical","M"
"1673","2019-03-27","Clinical","M"
"1674","2019-04-02","Clinical","T"
"1675","2019-04-06","Clinical","J"
"1676","2019-04-07","Clinical","J"
"1677","2019-03-24","Clinical","L"
"1678","2019-03-23","Clinical","L"
"1679","2019-03-24","Clinical","N"
"1680","2019-03-23","Clinical","N"
"1681","2019-03-31","Clinical","N"
"1682","2019-04-01","Clinical","N"
"1683","2019-03-28","Clinical","N"
"1684","2019-03-29","Clinical","N"
"1685","2019-04-05","Clinical","T"
"1686","2019-03-20","Clinical","J"
"1687","2019-03-17","Clinical","M"
"1688","2019-03-24","Clinical","M"
"1689","2019-04-13","Clinical","M"
"1690","2019-04-07","Clinical","J"
"1691","2019-04-14","Clinical","J"
"1692","2019-04-06","Clinical","J"
"1693","2019-03-25","Clinical","L"
"1694","2019-03-11","Clinical","L"
"1695","2019-03-05","Clinical","H"
"1696","2019-03-05","Clinical","H"
"1697","2019-03-12","Clinical","H"
"1698","2019-03-12","Clinical","H"
"1699","2019-04-03","Clinical","H"
"1700","2019-03-14","Clinical","S"
"1701","2019-04-01","Clinical","S"
"1702","2019-04-01","Clinical","S"
"1703","2019-04-01","Clinical","S"
"1704","2019-04-16","Clinical","S"
"1705","2019-04-16","Clinical","S"
"1706","2019-04-16","Clinical","S"
"1707","2019-04-10","Clinical","S"
"1708","2019-04-16","Clinical","S"
"1709","2019-04-16","Clinical","S"
"1710","2019-04-16","Clinical","S"
"1711","2019-04-11","Clinical","S"
"1712","2019-04-13","Clinical","T"
"1713","2019-04-13","Clinical","T"
"1714","2019-04-18","Clinical","T"
"1715","2019-04-16","Clinical","T"
"1716","2019-03-31","Clinical","L"
"1717","2019-04-26","Clinical","L"
"1718","2019-04-03","Clinical","L"
"1719","2019-04-24","Clinical","L"
"1720","2019-03-21","Clinical","N"
"1721","2019-03-16","Clinical","N"
"1722","2019-03-19","Clinical","N"
"1723","2019-03-19","Clinical","N"
"1724","2019-03-28","Clinical","N"
"1725","2019-03-30","Clinical","N"
"1726","2019-03-31","Clinical","S"
"1727","2019-04-09","Clinical","S"
"1728","2019-03-30","Clinical","J"
"1729","2019-04-08","Clinical","J"
"1730","2019-04-16","Clinical","M"
"1731","2019-04-10","Clinical","M"
"1732","2019-04-16","Clinical","M"
"1733","2019-03-21","Clinical","M"
"1734","2019-03-28","Clinical","M"
"1735","2019-04-03","Clinical","M"
"1736","2019-04-10","Clinical","M"
"1737","2019-04-12","Clinical","M"
"1738","2019-04-16","Clinical","M"
"1739","2019-04-30","Clinical","J"
"1740","2019-04-12","Clinical","N"
"1741","2019-04-25","Clinical","S"
"1742","2019-04-19","Clinical","S"
"1743","2019-05-01","Clinical","S"
"1744","2019-04-09","Clinical","L"
"1745","2019-03-22","Clinical","L"
"1746","2019-04-03","Clinical","L"
"1747","2019-04-05","Clinical","L"
"1748","2019-05-04","Clinical","T"
"1749","2019-05-04","Clinical","T"
"1750","2019-03-20","Clinical","H"
"1751","2019-04-08","Clinical","J"
"1752","2019-04-12","Clinical","J"
"1753","2019-04-30","Clinical","J"
"1754","2019-04-04","Clinical","N"
"1755","2019-04-08","Clinical","N"
"1756","2019-04-30","Clinical","M"
"1757","2019-05-01","Clinical","M"
"1758","2019-04-30","Clinical","M"
"1759","2019-04-22","Clinical","M"
"1760","2019-04-21","Clinical","S"
"1761","2019-05-01","Clinical","S"
"1762","2019-04-15","Clinical","T"
"1763","2019-04-17","Clinical","N"
"1764","2019-05-01","Clinical","N"
"1765","2019-05-02","Clinical","J"
"1766","2019-05-02","Clinical","J"
"1767","2019-05-10","Clinical","J"
"1768","2019-05-08","Clinical","J"
"1769","2019-05-08","Clinical","J"
"1770","2019-05-05","Clinical","J"
"1771","2019-05-06","Clinical","J"
"1772","2019-03-21","Clinical","H"
"1773","2019-04-29","Clinical","H"
"1774","2019-05-13","Clinical","H"
"1775","2019-05-20","Clinical","M"
"1776","2019-05-15","Clinical","L"
"1777","2019-05-10","Clinical","L"
"1778","2019-05-13","Clinical","L"
"1779","2019-03-28","Clinical","H"
"1780","2019-03-21","Clinical","H"
"1781","2019-03-21","Clinical","H"
"1782","2019-04-11","Clinical","H"
"1783","2019-04-11","Clinical","H"
"1784","2019-05-09","Clinical","T"
"1785","2019-05-13","Clinical","S"
"1786","2019-05-18","Clinical","S"
"1787","2019-05-14","Clinical","S"
"1788","2019-05-14","Clinical","S"
"1789","2019-05-09","Clinical","S"
"1790","2019-05-06","Clinical","S"
"1791","2019-05-06","Clinical","S"
"1792","2019-05-16","Clinical","S"
"1793","2019-05-20","Clinical","S"
"1794","2019-05-22","Clinical","S"
"1795","2019-05-22","Clinical","S"
"1796","2019-05-22","Clinical","S"
"1797","2019-05-23","Clinical","S"
"1798","2019-05-14","Clinical","N"
"1799","2019-05-14","Clinical","N"
"1800","2019-05-14","Clinical","N"
"1801","2019-05-14","Clinical","N"
"1802","2019-05-11","Clinical","N"
"1803","2019-05-24","Clinical","L"
"1804","2019-05-21","Clinical","L"
"1805","2019-05-07","Clinical","N"
"1806","2019-05-01","Clinical","N"
"1807","2019-05-02","Clinical","J"
"1808","2019-05-02","Clinical","S"
"1809","2019-05-22","Clinical","N"
"1810","2019-05-07","Clinical","M"
"1811","2019-05-22","Clinical","M"
"1812","2019-05-29","Clinical","M"
"1813","2019-04-29","Clinical","M"
"1814","2019-05-07","Clinical","M"
"1815","2019-05-15","Clinical","M"
"1816","2019-05-29","Clinical","M"
"1817","2019-05-30","Clinical","M"
"1818","2019-05-07","Clinical","M"
"1819","2019-05-29","Clinical","M"
"1820","2019-04-11","Clinical","L"
"1821","2019-04-23","Clinical","L"
"1822","2019-05-18","Clinical","H"
"1823","2019-05-18","Clinical","H"
"1824","2019-06-03","Clinical","J"
"1825","2019-05-25","Clinical","J"
"1826","2019-05-24","Clinical","N"
"1827","2019-06-01","Clinical","N"
"1828","2019-06-01","Clinical","N"
"1829","2019-05-25","Clinical","S"
"1830","2019-05-28","Clinical","S"
"1831","2019-05-28","Clinical","S"
"1832","2019-06-02","Clinical","S"
"1833","2019-06-02","Clinical","S"
"1834","2019-06-05","Clinical","S"
"1835","2019-06-05","Clinical","S"
"1836","2019-06-02","Clinical","L"
"1837","2019-06-06","Clinical","L"
"1838","2019-06-14","Clinical","L"
"1839","2019-06-06","Clinical","L"
"1840","2019-06-09","Clinical","J"
"1841","2019-06-11","Clinical","J"
"1842","2019-06-07","Clinical","N"
"1843","2019-06-16","Clinical","S"
"1844","2019-06-16","Clinical","S"
"1845","2019-06-03","Clinical","H"
"1846","2019-06-28","Clinical","M"
"1847","2019-06-09","Clinical","T"
"1848","2019-06-09","Clinical","T"
"1849","2019-06-06","Clinical","T"
"1850","2019-06-04","Clinical","T"
"1851","2019-06-16","Clinical","T"
"1852","2019-05-31","Clinical","T"
"1853","2019-06-13","Clinical","T"
"1854","2019-06-13","Clinical","T"
"1855","2019-06-18","Clinical","T"
"1856","2019-06-22","Clinical","S"
"1857","2019-06-21","Clinical","S"
"1858","2019-06-27","Clinical","S"
"1859","2019-06-21","Clinical","S"
"1860","2019-06-21","Clinical","S"
"1861","2019-06-21","Clinical","S"
"1862","2019-06-21","Clinical","S"
"1863","2019-07-01","Clinical","S"
"1864","2019-06-24","Clinical","S"
"1865","2019-06-24","Clinical","S"
"1866","2019-06-24","Clinical","S"
"1867","2019-06-24","Clinical","J"
"1868","2019-06-23","Clinical","J"
"1869","2019-06-27","Clinical","J"
"1870","2019-06-27","Clinical","J"
"1871","2019-06-30","Clinical","J"
"1872","2019-06-18","Clinical","N"
"1873","2019-06-18","Clinical","N"
"1874","2019-07-09","Clinical","J"
"1875","2019-07-05","Clinical","J"
"1876","2019-07-07","Clinical","J"
"1877","2019-07-08","Clinical","J"
"1878","2019-07-08","Clinical","J"
"1879","2019-07-09","Clinical","J"
"1880","2019-05-25","Clinical","J"
"1881","2019-05-24","Clinical","N"
"1882","2019-05-24","Clinical","N"
"1883","2019-05-24","Clinical","H"
"1884","2019-04-25","Clinical","L"
"1885","2019-05-31","Clinical","L"
"1886","2019-05-14","Clinical","L"
"1887","2019-05-07","Clinical","L"
"1888","2019-05-21","Clinical","L"
"1889","2019-05-22","Clinical","S"
"1890","2019-06-01","Clinical","S"
"1891","2019-07-02","Clinical","S"
"1892","2019-07-01","Clinical","S"
"1893","2019-07-01","Clinical","S"
"1894","2019-07-06","Clinical","S"
"1895","2019-07-05","Clinical","S"
"1896","2019-07-03","Clinical","S"
"1897","2019-07-13","Clinical","S"
"1898","2019-07-16","Clinical","J"
"1899","2019-07-23","Clinical","J"
"1900","2019-07-23","Clinical","J"
"1901","2019-07-16","Clinical","J"
"1902","2019-07-20","Clinical","S"
"1903","2019-07-25","Clinical","S"
"1904","2019-07-25","Clinical","S"
"1905","2019-07-26","Clinical","S"
"1906","2019-07-24","Clinical","S"
"1907","2019-07-28","Clinical","S"
"1908","2019-07-27","Clinical","S"
"1909","2019-07-27","Clinical","S"
"1910","2019-07-31","Clinical","J"
"1911","2019-07-31","Clinical","J"
"1912","2019-08-07","Clinical","M"
"1913","2019-07-31","Clinical","M"
"1914","2019-07-29","Clinical","S"
"1915","2019-08-04","Clinical","S"
"1916","2019-08-04","Clinical","S"
"1917","2019-08-04","Clinical","S"
"1918","2019-07-26","Clinical","S"
"1919","2019-07-26","Clinical","S"
"1920","2019-07-02","Clinical","T"
"1921","2019-07-09","Clinical","T"
"1922","2019-07-09","Clinical","T"
"1923","2019-06-18","Clinical","T"
"1924","2019-06-27","Clinical","T"
"1925","2019-06-27","Clinical","T"
"1926","2019-07-11","Clinical","T"
"1927","2019-07-14","Clinical","T"
"1928","2019-07-19","Clinical","T"
"1929","2019-07-25","Clinical","T"
"1930","2019-07-26","Clinical","T"
"1931","2019-08-07","Clinical","N"
"1932","2019-08-07","Clinical","N"
"1933","2019-08-17","Clinical","M"
"1934","2019-08-17","Clinical","M"
"1935","2019-07-01","Clinical","H"
"1936","2019-08-07","Clinical","H"
"1937","2019-08-06","Clinical","H"
"1938","2019-08-06","Clinical","H"
"1939","2019-08-14","Clinical","H"
"1940","2019-08-19","Clinical","H"
"1941","2019-07-07","Clinical","H"
"1942","2019-06-20","Clinical","L"
"1943","2019-08-13","Clinical","L"
"1944","2019-08-25","Clinical","L"
"1945","2019-08-09","Clinical","S"
"1946","2019-08-12","Clinical","S"
"1947","2019-08-12","Clinical","S"
"1948","2019-08-13","Clinical","S"
"1949","2019-08-19","Clinical","S"
"1950","2019-08-19","Clinical","S"
"1951","2019-08-13","Clinical","S"
"1952","2019-08-22","Clinical","S"
"1953","2019-08-14","Clinical","J"
"1954","2019-08-14","Clinical","J"
"1955","2019-08-16","Clinical","J"
"1956","2019-08-17","Clinical","N"
"1957","2019-08-18","Clinical","N"
"1958","2019-08-18","Clinical","N"
"1959","2019-08-24","Clinical","N"
"1960","2019-08-24","Clinical","N"
"1961","2019-08-24","Clinical","N"
"1962","2019-08-27","Clinical","N"
"1963","2019-08-27","Clinical","N"
"1964","2019-08-31","Clinical","N"
"1965","2019-08-15","Clinical","J"
"1966","2019-08-27","Clinical","J"
"1967","2019-08-29","Clinical","J"
"1968","2019-08-25","Clinical","J"
"1969","2019-08-27","Clinical","J"
"1970","2019-09-04","Clinical","J"
"1971","2019-09-10","Clinical","J"
"1972","2019-08-20","Clinical","M"
"1973","2019-09-07","Clinical","M"
"1974","2019-08-10","Clinical","T"
"1975","2019-08-22","Clinical","T"
"1976","2019-08-01","Clinical","T"
"1977","2019-08-17","Clinical","T"
"1978","2019-08-17","Clinical","T"
"1979","2019-08-26","Clinical","T"
"1980","2019-08-30","Clinical","T"
"1981","2019-08-30","Clinical","T"
"1982","2019-09-01","Clinical","T"
"1983","2019-09-02","Clinical","T"
"1984","2019-09-03","Clinical","T"
"1985","2019-08-26","Clinical","T"
"1986","2019-09-10","Clinical","N"
"1987","2019-08-23","Clinical","S"
"1988","2019-09-04","Clinical","S"
"1989","2019-08-31","Clinical","S"
"1990","2019-09-07","Clinical","S"
"1991","2019-09-09","Clinical","S"
"1992","2019-09-18","Clinical","S"
"1993","2019-09-16","Clinical","S"
"1994","2019-09-05","Clinical","J"
"1995","2019-09-05","Clinical","J"
"1996","2019-09-22","Clinical","J"
"1997","2019-09-20","Clinical","J"
"1998","2019-09-21","Clinical","M"
"1999","2019-09-23","Clinical","M"
"2000","2019-09-19","Clinical","M"
"2001","2019-09-21","Clinical","T"
"2002","2019-09-22","Clinical","T"
"2003","2019-09-03","Clinical","T"
"2004","2019-09-11","Clinical","T"
"2005","2019-09-11","Clinical","T"
"2006","2019-09-16","Clinical","T"
"2007","2019-09-16","Clinical","T"
"2008","2019-09-10","Clinical","T"
"2009","2019-09-15","Clinical","T"
"2010","2019-08-25","Clinical","T"
"2011","2019-09-13","Clinical","T"
"2012","2019-10-07","Clinical","S"
"2013","2019-10-07","Clinical","S"
"2014","2019-10-06","Clinical","S"
"2015","2019-10-11","Clinical","S"
"2016","2019-10-11","Clinical","S"
"2017","2019-09-17","Clinical","J"
"2018","2019-10-24","Clinical","N"
"2019","2019-09-29","Clinical","M"
"2020","2019-09-29","Clinical","M"
"2021","2019-09-29","Clinical","M"
"2022","2019-10-22","Clinical","M"
"2023","2019-10-31","Clinical","M"
"2024","2019-10-04","Clinical","T"
"2025","2019-10-01","Clinical","T"
"2026","2019-10-12","Clinical","T"
"2027","2019-10-19","Clinical","T"
"2028","2019-10-13","Clinical","T"
"2029","2019-11-01","Clinical","S"
"2030","2019-11-01","Clinical","S"
"2031","2019-10-30","Clinical","S"
"2032","2019-10-30","Clinical","S"
"2033","2019-11-08","Clinical","S"
"2034","2019-11-08","Clinical","S"
"2035","2019-10-07","Clinical","J"
"2036","2019-10-07","Clinical","J"
"2037","2019-11-07","Clinical","J"
"2038","2019-10-28","Clinical","J"
"2039","2019-10-28","Clinical","J"
"2040","2019-10-28","Clinical","J"
"2041","2019-10-28","Clinical","J"
"2042","2019-10-08","Clinical","J"
"2043","2019-11-04","Clinical","J"
"2044","2019-11-04","Clinical","J"
"2045","2019-11-12","Clinical","J"
"2046","2019-11-10","Clinical","J"
"2047","2017-12-06","Environmental","All ICUs"
"2048","2017-12-06","Environmental","All ICUs"
"2049","2017-12-06","Environmental","All ICUs"
"2050","2017-12-06","Environmental","All ICUs"
"2051","2017-12-11","Environmental","All ICUs"
"2052","2017-12-11","Environmental","All ICUs"
"2053","2017-12-11","Environmental","All ICUs"
"2054","2017-12-11","Environmental","All ICUs"
"2055","2017-12-11","Environmental","All ICUs"
"2056","2017-12-11","Environmental","All ICUs"
"2057","2017-12-11","Environmental","All ICUs"
"2058","2017-12-11","Environmental","All ICUs"
"2059","2017-12-11","Environmental","All ICUs"
"2060","2017-12-11","Environmental","All ICUs"
"2061","2017-12-11","Environmental","All ICUs"
"2062","2017-12-11","Environmental","All ICUs"
"2063","2017-12-11","Environmental","All ICUs"
"2064","2017-12-11","Environmental","All ICUs"
"2065","2017-12-11","Environmental","All ICUs"
"2066","2017-12-11","Environmental","All ICUs"
"2067","2017-12-18","Environmental","All ICUs"
"2068","2017-12-18","Environmental","All ICUs"
"2069","2017-12-18","Environmental","All ICUs"
"2070","2017-12-18","Environmental","All ICUs"
"2071","2017-12-18","Environmental","All ICUs"
"2072","2017-12-18","Environmental","All ICUs"
"2073","2017-12-18","Environmental","All ICUs"
"2074","2017-12-18","Environmental","All ICUs"
"2075","2017-12-18","Environmental","All ICUs"
"2076","2017-12-18","Environmental","All ICUs"
"2077","2017-12-18","Environmental","All ICUs"
"2078","2017-12-18","Environmental","All ICUs"
"2079","2017-12-18","Environmental","All ICUs"
"2080","2017-12-18","Environmental","All ICUs"
"2081","2017-12-18","Environmental","All ICUs"
"2082","2017-12-18","Environmental","All ICUs"
"2083","2017-12-18","Environmental","All ICUs"
"2084","2017-12-18","Environmental","All ICUs"
"2085","2017-12-18","Environmental","All ICUs"
"2086","2018-01-30","Environmental","All ICUs"
"2087","2018-01-30","Environmental","All ICUs"
"2088","2018-01-30","Environmental","All ICUs"
"2089","2018-01-30","Environmental","All ICUs"
"2090","2018-01-30","Environmental","All ICUs"
"2091","2018-01-30","Environmental","All ICUs"
"2092","2018-01-30","Environmental","All ICUs"
"2093","2018-01-30","Environmental","All ICUs"
"2094","2018-01-30","Environmental","All ICUs"
"2095","2018-01-30","Environmental","All ICUs"
"2096","2018-01-30","Environmental","All ICUs"
"2097","2018-01-30","Environmental","All ICUs"
"2098","2018-03-05","Environmental","All ICUs"
"2099","2018-03-05","Environmental","All ICUs"
"2100","2018-03-05","Environmental","All ICUs"
"2101","2018-03-05","Environmental","All ICUs"
"2102","2018-03-05","Environmental","All ICUs"
"2103","2018-03-05","Environmental","All ICUs"
"2104","2018-03-05","Environmental","All ICUs"
"2105","2018-03-05","Environmental","All ICUs"
"2106","2018-03-05","Environmental","All ICUs"
"2107","2018-03-05","Environmental","All ICUs"
"2108","2018-05-08","Environmental","All ICUs"
"2109","2018-05-08","Environmental","All ICUs"
"2110","2018-05-08","Environmental","All ICUs"
"2111","2018-05-08","Environmental","All ICUs"
"2112","2018-05-08","Environmental","All ICUs"
"2113","2018-05-08","Environmental","All ICUs"
"2114","2018-05-08","Environmental","All ICUs"
"2115","2018-05-08","Environmental","All ICUs"
"2116","2018-05-08","Environmental","All ICUs"
"2117","2018-05-08","Environmental","All ICUs"
"2118","2018-05-08","Environmental","All ICUs"
"2119","2018-05-08","Environmental","All ICUs"
"2120","2018-05-14","Environmental","All ICUs"
"2121","2018-05-14","Environmental","All ICUs"
"2122","2018-05-14","Environmental","All ICUs"
"2123","2018-05-14","Environmental","All ICUs"
"2124","2018-05-14","Environmental","All ICUs"
"2125","2018-05-14","Environmental","All ICUs"
"2126","2018-05-14","Environmental","All ICUs"
"2127","2018-05-14","Environmental","All ICUs"
"2128","2018-05-14","Environmental","All ICUs"
"2129","2018-05-14","Environmental","All ICUs"
"2130","2018-05-14","Environmental","All ICUs"
"2131","2018-05-14","Environmental","All ICUs"
"2132","2018-05-14","Environmental","All ICUs"
"2133","2018-05-14","Environmental","All ICUs"
"2134","2018-05-14","Environmental","All ICUs"
"2135","2018-05-14","Environmental","All ICUs"
"2136","2018-05-14","Environmental","All ICUs"
"2137","2018-05-14","Environmental","All ICUs"
"2138","2018-05-14","Environmental","All ICUs"
"2139","2018-05-14","Environmental","All ICUs"
"2140","2018-05-14","Environmental","All ICUs"
"2141","2018-05-14","Environmental","All ICUs"
"2142","2018-05-14","Environmental","All ICUs"
"2143","2018-05-16","Environmental","All ICUs"
"2144","2018-05-16","Environmental","All ICUs"
"2145","2018-05-16","Environmental","All ICUs"
"2146","2018-05-16","Environmental","All ICUs"
"2147","2018-05-16","Environmental","All ICUs"
"2148","2018-05-16","Environmental","All ICUs"
"2149","2018-05-16","Environmental","All ICUs"
"2150","2018-05-16","Environmental","All ICUs"
"2151","2018-05-16","Environmental","All ICUs"
"2152","2018-05-22","Environmental","All ICUs"
"2153","2018-05-22","Environmental","All ICUs"
"2154","2018-05-22","Environmental","All ICUs"
"2155","2018-05-22","Environmental","All ICUs"
"2156","2018-05-22","Environmental","All ICUs"
"2157","2018-05-22","Environmental","All ICUs"
"2158","2018-05-22","Environmental","All ICUs"
"2159","2018-05-22","Environmental","All ICUs"
"2160","2018-05-22","Environmental","All ICUs"
"2161","2018-05-22","Environmental","All ICUs"
"2162","2018-05-22","Environmental","All ICUs"
"2163","2018-05-22","Environmental","All ICUs"
"2164","2018-05-22","Environmental","All ICUs"
"2165","2018-05-22","Environmental","All ICUs"
"2166","2018-05-22","Environmental","All ICUs"
"2167","2018-05-22","Environmental","All ICUs"
"2168","2018-05-22","Environmental","All ICUs"
"2169","2018-05-22","Environmental","All ICUs"
"2170","2018-05-22","Environmental","All ICUs"
"2171","2018-05-22","Environmental","All ICUs"
"2172","2018-05-22","Environmental","All ICUs"
"2173","2018-05-22","Environmental","All ICUs"
"2174","2018-05-22","Environmental","All ICUs"
"2175","2018-05-22","Environmental","All ICUs"
"2176","2018-05-22","Environmental","All ICUs"
"2177","2018-05-22","Environmental","All ICUs"
"2178","2018-05-22","Environmental","All ICUs"
"2179","2018-05-22","Environmental","All ICUs"
"2180","2018-05-29","Environmental","All ICUs"
"2181","2018-05-29","Environmental","All ICUs"
"2182","2018-05-29","Environmental","All ICUs"
"2183","2018-05-29","Environmental","All ICUs"
"2184","2018-05-29","Environmental","All ICUs"
"2185","2018-05-29","Environmental","All ICUs"
"2186","2018-05-29","Environmental","All ICUs"
"2187","2018-05-29","Environmental","All ICUs"
"2188","2018-05-29","Environmental","All ICUs"
"2189","2018-05-29","Environmental","All ICUs"
"2190","2018-05-29","Environmental","All ICUs"
"2191","2018-05-29","Environmental","All ICUs"
"2192","2018-05-29","Environmental","All ICUs"
"2193","2018-05-29","Environmental","All ICUs"
"2194","2018-05-29","Environmental","All ICUs"
"2195","2018-05-29","Environmental","All ICUs"
"2196","2018-05-29","Environmental","All ICUs"
"2197","2018-05-29","Environmental","All ICUs"
"2198","2018-05-29","Environmental","All ICUs"
"2199","2018-05-29","Environmental","All ICUs"
"2200","2018-05-29","Environmental","All ICUs"
"2201","2018-05-29","Environmental","All ICUs"
"2202","2018-05-29","Environmental","All ICUs"
"2203","2018-05-29","Environmental","All ICUs"
"2204","2018-05-29","Environmental","All ICUs"
"2205","2018-05-29","Environmental","All ICUs"
"2206","2018-05-29","Environmental","All ICUs"
"2207","2018-05-29","Environmental","All ICUs"
"2208","2018-05-29","Environmental","All ICUs"
"2209","2018-05-29","Environmental","All ICUs"
"2210","2018-05-29","Environmental","All ICUs"
"2211","2018-05-29","Environmental","All ICUs"
"2212","2018-05-29","Environmental","All ICUs"
"2213","2018-05-29","Environmental","All ICUs"
"2214","2018-05-29","Environmental","All ICUs"
"2215","2018-05-29","Environmental","All ICUs"
"2216","2018-05-29","Environmental","All ICUs"
"2217","2018-05-29","Environmental","All ICUs"
"2218","2018-05-29","Environmental","All ICUs"
"2219","2018-05-29","Environmental","All ICUs"
"2220","2018-05-29","Environmental","All ICUs"
"2221","2018-05-29","Environmental","All ICUs"
